"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №1000"	"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	"УИК №1022"	"УИК №1023"	"УИК №1024"	"УИК №1025"	"УИК №1026"	"УИК №1027"	"УИК №1028"	"УИК №1029"	"УИК №1030"	"УИК №1031"	"УИК №1032"	"УИК №1033"	"УИК №1034"	"УИК №1035"	"УИК №1036"	"УИК №1037"	"УИК №1038"	"УИК №1039"	"УИК №1040"	"УИК №1041"	
2067	2556	2522	2392	2252	2613	2019	2280	2125	2248	1982	1565	2085	1969	2095	1727	2181	2594	1813	2735	2708	2174	1944	1359	2347	1601	1649	2932	356	156	45	46	81	76	42	45	12	12	11	17	17	18	17	21	9	9	14	14	13	13	13	13	13	13	13	13	13	13	10	7	16	10	13	29	19	20	28	20	12	11	18	14	
2100	2900	2400	2400	2100	2600	2000	2200	2100	2200	1950	1600	2000	1950	2000	1700	2100	2400	1700	2700	2600	2150	1900	1300	2310	1600	1600	2850	400	200	45	46	81	76	42	45	12	12	11	17	17	18	17	21	9	9	14	14	13	13	13	13	13	13	13	13	13	13	10	7	16	10	13	29	19	20	28	20	12	12	18	14	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
913	1222	1290	1150	1114	1361	1053	1322	1168	1272	1108	983	1303	1014	1232	1055	1231	1366	1208	1751	1339	1037	1081	748	1392	858	759	1884	355	156	45	45	81	76	42	45	12	12	11	17	17	18	17	21	9	9	14	14	13	13	13	13	13	13	13	13	13	13	10	7	16	10	13	29	19	20	28	20	12	11	18	14	
35	47	27	47	19	33	41	27	34	22	28	3	23	10	25	12	15	12	4	11	27	16	26	19	63	47	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1152	1631	1083	1203	967	1206	906	851	898	906	814	614	674	926	743	633	854	1022	488	938	1234	1097	793	533	855	695	826	957	45	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
35	47	27	47	19	33	41	27	34	22	28	3	23	10	25	12	15	12	4	11	27	16	26	19	63	47	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
913	1221	1290	1150	1114	1361	1053	1322	1168	1272	1108	983	1301	1014	1232	1055	1231	1366	1208	1751	1339	1037	1081	748	1392	858	759	1884	355	156	45	45	81	76	42	45	12	12	11	17	17	18	17	21	9	9	14	14	13	13	13	13	13	13	13	13	13	13	10	7	16	10	13	29	19	20	28	20	12	11	18	14	
8	17	12	17	7	16	7	9	15	16	11	6	17	9	10	7	12	14	16	8	19	14	21	5	21	5	5	18	7	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	
940	1251	1305	1180	1126	1378	1087	1340	1187	1278	1125	980	1307	1015	1247	1060	1234	1364	1196	1754	1347	1039	1086	762	1434	900	769	1875	348	156	45	44	81	76	42	44	12	12	11	17	17	18	16	20	9	9	14	14	13	13	13	13	13	13	13	13	13	13	10	7	15	10	13	29	19	20	26	20	12	11	18	14	
