"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1129"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1141"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	"УИК №1146"	"УИК №1147"	"УИК №1148"	"УИК №1149"	"УИК №1150"	"УИК №1151"	"УИК №1152"	"УИК №1153"	"УИК №1154"	"УИК №1155"	"УИК №1156"	"УИК №1157"	"УИК №1158"	"УИК №1159"	"УИК №1160"	"УИК №1161"	"УИК №1162"	"УИК №1163"	"УИК №1164"	"УИК №1165"	"УИК №1166"	"УИК №1167"	"УИК №1168"	"УИК №1169"	"УИК №1170"	"УИК №1171"	"УИК №1172"	"УИК №1173"	"УИК №1174"	"УИК №1175"	"УИК №1176"	"УИК №1177"	"УИК №1178"	"УИК №1179"	"УИК №1180"	"УИК №1181"	"УИК №1182"	"УИК №1183"	"УИК №1184"	"УИК №1185"	"УИК №1186"	"УИК №1187"	"УИК №1188"	"УИК №1189"	"УИК №1190"	"УИК №1191"	"УИК №1192"	"УИК №1193"	"УИК №1194"	"УИК №1195"	
1695	2040	2538	2393	2707	1371	1932	2530	1881	1968	1592	2131	2382	1746	1613	1952	1439	1488	1383	1025	1432	2051	2278	1428	2067	2632	1410	2394	2567	1745	1616	2203	723	1760	1561	979	1150	2169	1136	2511	2088	2420	1659	2324	2663	2288	2005	1613	2347	1982	1915	2445	2410	2276	1631	2163	2022	1582	2147	1513	2144	1983	2323	1765	1775	1586	1282	1994	2050	1929	1895	1897	2081	1666	1198	1193	2105	879	1086	2700	2476	1659	2349	2785	2672	1558	1923	1872	2376	2770	2345	1834	257	424	326	
1500	1800	2400	2200	2500	1300	1700	2400	1700	1800	1400	1900	2100	1600	1500	1500	1300	1400	1200	900	1400	1900	2200	1300	1900	2500	1300	2300	2300	1600	1500	2100	600	1600	1400	900	1000	2000	1000	2400	2100	2300	1600	2200	2500	2200	1800	1500	2200	1800	1800	2300	2300	2100	1500	2100	1900	1500	2000	1400	2000	1900	2200	1700	1600	1500	1200	1800	1900	1800	1800	1800	1900	1500	1100	1100	2000	700	1000	2500	2300	1600	2200	2600	2400	1400	1700	1800	2300	2500	2200	1600	500	500	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
906	1124	1431	1377	1577	821	1144	1484	1089	985	871	1209	1414	963	901	1183	792	754	737	546	588	1055	1304	781	1089	1306	814	1344	1544	876	896	1117	322	1007	852	510	723	1222	631	1471	1300	1448	847	1492	1619	1371	1139	951	1433	1034	1226	1333	1352	1431	825	1216	1244	916	1225	893	1333	1147	1293	1081	1085	911	755	1176	1234	1173	982	1170	1102	943	663	652	1117	600	601	1506	1323	998	1434	1631	1766	859	1123	1093	1326	1469	1280	1146	10	422	180	
11	24	14	28	13	5	35	20	21	23	17	65	39	29	8	69	21	10	87	7	14	17	24	5	15	8	10	13	11	21	17	11	2	34	111	11	12	24	14	24	21	22	12	18	7	12	5	5	19	12	14	26	19	12	15	20	16	20	18	13	9	10	19	17	4	15	7	12	18	11	15	12	19	17	13	21	28	13	15	21	14	13	15	23	10	18	12	13	33	14	15	3	233	0	140	
583	652	955	795	910	474	521	896	590	792	512	626	647	608	591	248	487	636	376	347	798	828	872	514	796	1186	476	943	745	703	587	972	276	559	437	379	265	754	355	905	779	830	741	690	874	817	656	544	748	754	560	941	929	657	660	864	640	564	757	494	658	743	888	602	511	574	438	612	648	616	803	618	779	540	424	427	855	87	384	973	963	589	751	946	624	523	565	694	941	1017	905	451	257	78	180	
11	24	14	28	13	5	35	20	21	23	17	65	39	29	8	69	21	10	87	7	14	17	24	5	15	8	10	13	11	21	17	11	2	34	111	11	12	24	14	24	21	22	12	18	7	12	5	5	19	12	14	26	19	12	15	20	16	20	18	13	9	10	19	17	4	15	7	12	18	11	15	12	19	17	13	21	28	13	15	21	14	13	15	23	10	18	12	13	33	14	15	3	233	0	140	
904	1123	1422	1376	1576	821	1142	1481	1089	981	870	1208	1410	961	901	1183	792	754	736	545	586	1052	1301	781	1088	1306	813	1343	1540	876	894	1116	322	1006	852	509	722	1222	631	1469	1300	1447	844	1492	1619	1370	1139	950	1432	1033	1223	1332	1352	1431	825	1216	1243	916	1225	893	1333	1147	1293	1078	1085	907	755	1174	1234	1171	982	1166	1101	936	663	651	1114	598	600	1506	1322	997	1434	1631	1766	859	1122	1093	1326	1469	1279	1146	10	422	180	
6	13	20	17	22	18	13	20	12	11	5	55	14	10	2	6	8	10	14	8	8	15	24	19	12	12	11	17	12	13	21	10	1	13	15	6	12	16	11	19	13	23	14	18	15	15	17	10	18	11	14	11	19	10	8	14	14	37	13	14	18	14	12	10	5	12	10	12	15	18	13	9	15	12	9	6	14	10	8	11	16	14	18	11	21	17	15	16	11	23	11	16	0	13	4	
909	1134	1416	1387	1567	808	1164	1481	1098	993	882	1218	1435	980	907	1246	805	754	809	544	592	1054	1301	767	1091	1302	812	1339	1539	884	890	1117	323	1027	948	514	722	1230	634	1474	1308	1446	842	1492	1611	1367	1127	945	1433	1034	1223	1347	1352	1433	832	1222	1245	899	1230	892	1324	1143	1300	1085	1084	910	752	1174	1237	1164	984	1169	1105	941	667	666	1128	601	607	1516	1320	996	1431	1643	1755	860	1119	1090	1348	1460	1283	1133	243	409	316	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	16	16	12	10	16	9	18	17	4	10	15	12	9	7	7	5	9	8	4	3	6	14	9	9	12	11	12	12	7	7	15	5	13	8	4	6	14	3	13	7	10	10	8	14	10	4	5	18	16	9	15	11	12	7	16	15	9	12	7	6	10	9	8	5	9	6	11	13	10	10	11	24	10	7	4	12	13	2	8	14	9	10	13	14	6	7	8	7	14	17	8	2	3	3	
138	180	197	212	228	129	182	214	179	129	133	186	251	130	132	184	118	61	82	80	72	143	185	102	154	188	109	174	227	116	132	128	29	148	137	59	112	180	92	210	195	210	98	205	219	217	180	128	189	120	154	184	177	220	114	194	160	113	139	109	230	175	165	146	153	146	95	140	190	159	111	174	138	103	80	87	161	83	84	247	169	168	238	239	289	119	171	153	180	229	178	174	27	5	35	
44	90	89	87	84	47	63	102	56	71	47	59	56	73	69	82	63	57	58	44	44	81	106	56	94	105	68	93	110	82	65	79	38	81	48	29	40	77	28	90	62	100	78	90	102	87	75	58	101	69	72	86	103	74	66	100	79	67	101	66	85	64	96	63	83	67	63	117	97	90	84	85	88	85	41	35	60	29	38	99	112	53	85	90	95	61	77	50	85	84	84	53	6	160	26	
628	759	1016	945	1099	540	777	994	739	707	619	834	977	683	623	887	571	578	613	396	439	777	905	527	789	913	587	978	1059	625	631	790	223	704	661	380	500	846	454	1077	959	1023	599	1082	1145	954	792	697	1020	766	898	946	979	1021	593	847	897	642	890	653	917	798	956	795	770	640	540	827	837	825	722	832	770	673	481	477	786	424	426	1058	930	706	981	1186	1194	599	792	777	984	1016	897	813	198	199	235	
32	26	31	44	57	43	38	62	38	30	21	42	42	32	28	40	16	17	20	6	11	20	22	28	17	31	16	41	51	20	21	31	15	23	31	12	20	40	16	43	34	31	23	31	47	37	30	25	40	23	29	42	27	32	19	24	31	24	31	21	33	23	26	24	38	22	18	38	34	32	28	31	23	24	12	23	38	15	15	39	29	21	47	39	84	31	31	38	32	54	43	34	1	33	6	
9	11	15	15	14	2	18	11	10	13	4	14	7	14	10	16	4	6	3	6	4	14	20	5	3	13	8	12	17	6	7	19	4	15	11	7	7	16	6	11	9	10	11	16	12	12	11	5	16	7	9	19	6	7	8	11	13	11	13	7	9	7	12	9	3	8	8	15	12	7	7	2	19	12	6	8	16	2	6	12	7	9	11	19	12	9	6	12	15	9	21	11	3	1	3	
19	12	15	22	20	5	23	20	27	13	8	24	24	8	10	13	9	7	5	2	6	5	11	9	10	19	5	12	24	8	9	15	3	9	24	7	8	15	9	12	14	18	6	20	14	19	14	6	12	11	19	7	10	25	8	10	13	11	16	13	17	26	11	9	13	6	4	9	11	15	8	13	11	9	10	5	9	10	6	18	24	12	15	25	22	9	7	15	18	20	21	14	2	4	2	
34	40	37	50	55	26	54	60	32	26	40	44	66	31	28	17	19	19	20	6	13	8	38	31	15	21	8	17	39	20	18	40	6	34	28	16	29	42	26	18	28	44	17	40	58	31	21	21	37	22	33	48	39	42	17	20	37	22	28	16	27	40	25	31	19	12	18	17	43	26	14	21	32	25	30	27	46	25	30	35	35	18	44	32	45	26	28	37	27	34	22	26	4	4	6	
